,Marque,Taille,État,Couleur,Emplacement,Modepaiement,Nombre de vus,interet,ajout,genre,prix
2016,ALEXANDER MCQUEEN ,38.5,BON ÉTAT,"BLANC, DORÉ","LONGUEIL-SAINTE-MARIE, FRANCE","CARTE BANCAIRE, PAYPAL",9,1 UTILISATEUR,IL Y A 5 HEURES,Femmes,"280,00 €"
2017,UGG ,36,TRÈS BON ÉTAT,GRIS,"LÉOGNAN, FRANCE","CARTE BANCAIRE, PAYPAL",269,3 UTILISATEURS,IL Y A UN AN,Femmes,"80,00 €"
2018,NA,NA,NA,NA,NA,NA,NA,3 UTILISATEURS,IL Y A 3 ANS,Femmes,"90,00 €"
2019,MADISON ,37,TRÈS BON ÉTAT,NOIR,"LÉOGNAN, FRANCE","CARTE BANCAIRE, PAYPAL",480,2 UTILISATEURS,IL Y A 2 ANS,Femmes,"40,00 €"
2020,LOUIS VUITTON ,41,BON ÉTAT,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",202,2 UTILISATEURS,IL Y A 2 MOIS,Hommes,"150,00 €"
2021,PIURE ,39,NEUF AVEC ÉTIQUETTE,DORÉ,"MALMEDY, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",1,2 UTILISATEURS,IL Y A 4 HEURES,Femmes,"30,00 €"
2022,ZARA ,44,TRÈS BON ÉTAT,MARRON,"SANT JOAN D'ALACANT, ESPAÑA","CARTE BANCAIRE, PAYPAL",1,2 UTILISATEURS,IL Y A 2 HEURES,Hommes,"17,00 €"
2023,ZARA ,44,TRÈS BON ÉTAT,BLANC,"SANT JOAN D'ALACANT, ESPAÑA","CARTE BANCAIRE, PAYPAL",1,2 UTILISATEURS,IL Y A 2 HEURES,Hommes,"17,00 €"
2024,ZARA ,40,TRÈS BON ÉTAT,BORDEAUX,"SANT JOAN D'ALACANT, ESPAÑA","CARTE BANCAIRE, PAYPAL",248,2 UTILISATEURS,IL Y A UN AN,Femmes,"7,00 €"
2025,PIKOLINOS ,39,BON ÉTAT,MARRON,"BUXY, FRANCE","CARTE BANCAIRE, PAYPAL",209,3 UTILISATEURS,IL Y A 19 JOURS,Femmes,"18,00 €"
2026,UGG ,37.5,TRÈS BON ÉTAT,MARRON,NEDERLAND,"CARTE BANCAIRE, PAYPAL",305,3 UTILISATEURS,IL Y A 10 JOURS,Femmes,"75,00 €"
2027,TOMMY HILFIGER ,39,TRÈS BON ÉTAT,BEIGE,FRANCE,"CARTE BANCAIRE, PAYPAL",663,3 UTILISATEURS,IL Y A 2 ANS,Femmes,"25,00 €"
2028,NIKE ,44,NEUF SANS ÉTIQUETTE,BLANC,"AISEAU, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",160,2 UTILISATEURS,IL Y A 4 MOIS,Hommes,"45,00 €"
2029,COS ,40,BON ÉTAT,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",127,2 UTILISATEURS,IL Y A 8 JOURS,Femmes,"48,00 €"
2030,BOUTIQUE INDÉPENDANTE ,37,NEUF SANS ÉTIQUETTE,ROUGE,"NEUILLY-SOUS-CLERMONT, FRANCE","CARTE BANCAIRE, PAYPAL",357,31 UTILISATEURS,IL Y A 6 JOURS,Femmes,"20,00 €"
2031,MTNG ,40,NEUF AVEC ÉTIQUETTE,"GRIS, BLANC","MONTBÉLIARD, FRANCE","CARTE BANCAIRE, PAYPAL",32,1 UTILISATEUR,IL Y A 13 JOURS,Femmes,"23,00 €"
2032,NIKE ,37.5,TRÈS BON ÉTAT,"NOIR, BLANC","CLAYE-SOUILLY, FRANCE","CARTE BANCAIRE, PAYPAL",257,5 UTILISATEURS,IL Y A 13 JOURS,Femmes,"80,00 €"
2033,ZARA ,XS / 34 / 6,TRÈS BON ÉTAT,"ROUGE, BLANC","MURCIA, ESPAÑA","CARTE BANCAIRE, PAYPAL",699,93 UTILISATEURS,IL Y A 5 MOIS,Femmes,"15,00 €"
2034,NA,NA,NA,NA,NA,NA,NA,93 UTILISATEURS,IL Y A 5 MOIS,Femmes,"15,00 €"
2035,NA,NA,NA,NA,NA,NA,NA,93 UTILISATEURS,IL Y A 7 MOIS,Femmes,"15,00 €"
2036,ZARA ,M / 38 / 10,TRÈS BON ÉTAT,NOIR,"MURCIA, ESPAÑA","CARTE BANCAIRE, PAYPAL",492,24 UTILISATEURS,IL Y A 6 MOIS,Femmes,"13,00 €"
2037,ZARA ,L / 40 / 12,TRÈS BON ÉTAT,MULTICOLORE,"MURCIA, ESPAÑA","CARTE BANCAIRE, PAYPAL",458,24 UTILISATEURS,IL Y A 7 MOIS,Femmes,"16,00 €"
2038,NIKE ,44,NEUF AVEC ÉTIQUETTE,"NOIR, JAUNE","PARIS, FRANCE","CARTE BANCAIRE, PAYPAL",636,7 UTILISATEURS,IL Y A UN AN,Hommes,"110,00 €"
2039,SAN MARINA ,35,NEUF AVEC ÉTIQUETTE,NOIR,"CROIX, FRANCE","CARTE BANCAIRE, PAYPAL",191,2 UTILISATEURS,IL Y A 15 JOURS,Femmes,"85,00 €"
2040,MISS COQUINE ,38,NEUF SANS ÉTIQUETTE,NOIR,"SAINT-AUBIN-CELLOVILLE, FRANCE","CARTE BANCAIRE, PAYPAL",15,2 UTILISATEURS,IL Y A UN JOUR,Femmes,"15,00 €"
2041,ADIDAS ,37,NEUF AVEC ÉTIQUETTE,BLANC,FRANCE,"CARTE BANCAIRE, PAYPAL",95,4 UTILISATEURS,IL Y A 2 JOURS,Femmes,"260,00 €"
2042,ZARA ,37,NEUF SANS ÉTIQUETTE,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",133,18 UTILISATEURS,IL Y A 4 JOURS,Femmes,"38,50 €"
2043,FINSTONE ,42.5,NEUF SANS ÉTIQUETTE,MARRON,FRANCE,"CARTE BANCAIRE, PAYPAL",145,3 UTILISATEURS,IL Y A 3 MOIS,Hommes,"63,00 €"
2044,NA,NA,NA,NA,NA,NA,NA,3 UTILISATEURS,IL Y A 5 MOIS,Enfants,"40,00 €"
2045,PULL & BEAR ,37,TRÈS BON ÉTAT,GRIS,"NEUILLY-PLAISANCE, FRANCE","CARTE BANCAIRE, PAYPAL",42,3 UTILISATEURS,IL Y A 15 JOURS,Femmes,"16,00 €"
2046,ÉRAM ,39,TRÈS BON ÉTAT,MARINE,"ANTIBES, FRANCE","CARTE BANCAIRE, PAYPAL",70,3 UTILISATEURS,IL Y A 16 JOURS,Femmes,"15,00 €"
2047,KENNEL & SCHMENGER ,41,TRÈS BON ÉTAT,"NOIR, MARRON","ANTIBES, FRANCE","CARTE BANCAIRE, PAYPAL",299,3 UTILISATEURS,IL Y A 16 JOURS,Femmes,"17,00 €"
2048,BAKER BRIDGE ,45,NEUF AVEC ÉTIQUETTE,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",99,1 UTILISATEUR,IL Y A 21 JOURS,Hommes,"37,50 €"
2049,NA,NA,NA,NA,NA,NA,NA,NA,IL Y A 3 ANS,Femmes,"35,00 €"
2050,PIMKIE ,36,NEUF SANS ÉTIQUETTE,BLEU,FRANCE,"CARTE BANCAIRE, PAYPAL",51,NA,IL Y A 10 MOIS,Femmes,"10,00 €"
2051,JIMMY CHOO ,36,TRÈS BON ÉTAT,NOIR,"PARIS, FRANCE","CARTE BANCAIRE, PAYPAL",203,2 UTILISATEURS,IL Y A 6 JOURS,Femmes,"450,00 €"
2052,CARVEN ,36,TRÈS BON ÉTAT,"BEIGE , BLANC","PARIS, FRANCE","CARTE BANCAIRE, PAYPAL",43,1 UTILISATEUR,IL Y A 7 JOURS,Femmes,"130,00 €"
2053,NA,NA,NA,NA,NA,NA,NA,1 UTILISATEUR,IL Y A 13 JOURS,Femmes,"150,00 €"
2054,NIKE ,40,NEUF AVEC ÉTIQUETTE,"ORANGE, BLANC","VALENCIA, ESPAÑA","CARTE BANCAIRE, PAYPAL",150,8 UTILISATEURS,IL Y A 2 JOURS,Femmes,"170,00 €"
2055,ADIDAS ,44.5,NEUF AVEC ÉTIQUETTE,BEIGE,"NIJMEGEN, NEDERLAND","CARTE BANCAIRE, PAYPAL",1,8 UTILISATEURS,IL Y A 13 JOURS,Hommes,"50,00 €"
2056,ALDO ,38,NEUF AVEC ÉTIQUETTE,NOIR,"FURIANI, FRANCE","CARTE BANCAIRE, PAYPAL",106,8 UTILISATEURS,IL Y A 17 JOURS,Femmes,"45,00 €"
2057,PRADA ,37,BON ÉTAT,"NOIR, MARRON","ISTRES, FRANCE","CARTE BANCAIRE, PAYPAL",98,1 UTILISATEUR,IL Y A 8 JOURS,Femmes,"250,00 €"
2058,CHANEL ,36.5,BON ÉTAT,GRIS,"ORLÉANS, FRANCE","CARTE BANCAIRE, PAYPAL",724,5 UTILISATEURS,IL Y A 6 MOIS,Femmes,"180,00 €"
2059,NIKE ,36.5,TRÈS BON ÉTAT,"ROUGE, BLANC",FRANCE,"CARTE BANCAIRE, PAYPAL",56,26 UTILISATEURS,IL Y A 2 JOURS,Femmes,"75,00 €"
2060,NERO GIARDINI ,36,TRÈS BON ÉTAT,NOIR,"STROMBEEK-BEVER, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",122,10 UTILISATEURS,IL Y A UN MOIS,Femmes,"35,00 €"
2061,NIKE ,38,NEUF SANS ÉTIQUETTE,"VERT, BLANC","ANTIBES, FRANCE","CARTE BANCAIRE, PAYPAL",45,3 UTILISATEURS,IL Y A 4 MOIS,Hommes,"73,00 €"
2062,RALPH LAUREN ,M / 38 / 10,TRÈS BON ÉTAT,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",208,12 UTILISATEURS,IL Y A 2 MOIS,Femmes,"20,00 €"
2063,RALPH LAUREN ,S / 36 / 8,TRÈS BON ÉTAT,"VERT, BLANC",FRANCE,"CARTE BANCAIRE, PAYPAL",112,6 UTILISATEURS,IL Y A 2 MOIS,Femmes,"25,00 €"
2064,RALPH LAUREN ,M / 38 / 10,TRÈS BON ÉTAT,"NOIR, VIOLET",FRANCE,"CARTE BANCAIRE, PAYPAL",226,9 UTILISATEURS,IL Y A 2 MOIS,Femmes,"30,00 €"
2065,RALPH LAUREN ,M / 38 / 10,TRÈS BON ÉTAT,ROSE,FRANCE,"CARTE BANCAIRE, PAYPAL",83,5 UTILISATEURS,IL Y A UN MOIS,Femmes,"30,00 €"
2066,RALPH LAUREN ,M,TRÈS BON ÉTAT,BLANC,FRANCE,"CARTE BANCAIRE, PAYPAL",72,6 UTILISATEURS,IL Y A 2 MOIS,Hommes,"20,00 €"
2067,EVITA ,39,NEUF SANS ÉTIQUETTE,BLEU,"DUNKERQUE, FRANCE","CARTE BANCAIRE, PAYPAL",30,1 UTILISATEUR,IL Y A 3 MOIS,Femmes,"10,00 €"
2068,BOUTIQUE INDÉPENDANTE ,37,NEUF SANS ÉTIQUETTE,"NOIR, GRIS","LAVAL, FRANCE","CARTE BANCAIRE, PAYPAL",38,1 UTILISATEUR,IL Y A 14 JOURS,Femmes,"35,00 €"
2069,NA,NA,NA,NA,NA,NA,NA,1 UTILISATEUR,IL Y A 7 MOIS,Hommes,"35,00 €"
2070,DIADORA ,45,NEUF SANS ÉTIQUETTE,"BEIGE , BLANC",FRANCE,"CARTE BANCAIRE, PAYPAL",134,2 UTILISATEURS,IL Y A 4 MOIS,Hommes,"45,00 €"
2071,CHRISTIAN LOUBOUTIN ,37,BON ÉTAT,"BEIGE , ROUGE","ISTRES, FRANCE","CARTE BANCAIRE, PAYPAL",326,4 UTILISATEURS,IL Y A 7 JOURS,Femmes,"299,00 €"
2072,TEXTO ,37,TRÈS BON ÉTAT,NOIR,"THIAIS, FRANCE","CARTE BANCAIRE, PAYPAL",15,2 UTILISATEURS,IL Y A UN MOIS,Femmes,"35,00 €"
2073,IKKS ,41,TRÈS BON ÉTAT,NOIR,"MAZÈRES, FRANCE","CARTE BANCAIRE, PAYPAL",9,2 UTILISATEURS,IL Y A 2 MOIS,Hommes,"40,00 €"
2074,VICTORIA ,37,NEUF SANS ÉTIQUETTE,NOIR,"ORLÉANS, FRANCE","CARTE BANCAIRE, PAYPAL",178,2 UTILISATEURS,IL Y A 20 JOURS,Femmes,"65,00 €"
2075,CONVERSE ,40,TRÈS BON ÉTAT,"NOIR, LILA",ESPAÑA,"CARTE BANCAIRE, PAYPAL",418,2 UTILISATEURS,IL Y A 23 JOURS,Femmes,"70,00 €"
2076,PATRICIA BLANCHET ,36,BON ÉTAT,MARINE,"SÈTE, FRANCE","CARTE BANCAIRE, PAYPAL",172,19 UTILISATEURS,IL Y A 2 MOIS,Femmes,"75,00 €"
2077,TIMBERLAND ,37,BON ÉTAT,BEIGE,"GRENOBLE, FRANCE","CARTE BANCAIRE, PAYPAL",90,19 UTILISATEURS,IL Y A UN JOUR,Femmes,"30,00 €"
2078,LIDL ,43,NEUF AVEC ÉTIQUETTE,"JAUNE, BLEU","LILLE, FRANCE","CARTE BANCAIRE, PAYPAL",876,37 UTILISATEURS,IL Y A UN JOUR,Hommes,"110,00 €"
2079,ADIDAS ,44.5,NEUF AVEC ÉTIQUETTE,"BEIGE , ROSE","NIJMEGEN, NEDERLAND","CARTE BANCAIRE, PAYPAL",104,37 UTILISATEURS,IL Y A 13 JOURS,Hommes,"50,00 €"
2080,NIKE ,38,NEUF SANS ÉTIQUETTE,"GRIS, ROSE",FRANCE,"CARTE BANCAIRE, PAYPAL",862,8 UTILISATEURS,IL Y A 6 JOURS,Femmes,"70,00 €"
2081,UGG ,40,TRÈS BON ÉTAT,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",387,1 UTILISATEUR,IL Y A 17 JOURS,Femmes,"130,00 €"
2082,ADIDAS ,36,BON ÉTAT,MULTICOLORE,NEDERLAND,"CARTE BANCAIRE, PAYPAL",28,1 UTILISATEUR,IL Y A UN MOIS,Femmes,"15,00 €"
2083,MJUS ,41,NEUF AVEC ÉTIQUETTE,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",65,1 UTILISATEUR,IL Y A 12 JOURS,Hommes,"59,00 €"
2084,SCAPA ,38,TRÈS BON ÉTAT,MARRON,"AWANS, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",247,1 UTILISATEUR,IL Y A 3 MOIS,Femmes,"30,00 €"
2085,ITALIENNE ,39,TRÈS BON ÉTAT,NOIR,"LESSINES, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",91,4 UTILISATEURS,IL Y A UN JOUR,Femmes,"45,00 €"
2086,NA,NA,NA,NA,NA,NA,NA,4 UTILISATEURS,IL Y A UN MOIS,Femmes,"17,50 €"
2087,BOUTIQUE INDÉPENDANTE ,40,NEUF AVEC ÉTIQUETTE,BEIGE,"DRANCY, FRANCE","CARTE BANCAIRE, PAYPAL",105,4 UTILISATEURS,IL Y A 5 JOURS,Hommes,"44,90 €"
2088,NIKE ,38,NEUF AVEC ÉTIQUETTE,JAUNE,FRANCE,"CARTE BANCAIRE, PAYPAL",50,6 UTILISATEURS,IL Y A 8 JOURS,Femmes,"40,00 €"
2089,NIKE ,38.5,TRÈS BON ÉTAT,"BLANC, ROSE","CHOLET, FRANCE","CARTE BANCAIRE, PAYPAL",46,6 UTILISATEURS,IL Y A 9 MOIS,Femmes,"45,00 €"
2090,NIKE ,38,NEUF AVEC ÉTIQUETTE,ABRICOT,FRANCE,"CARTE BANCAIRE, PAYPAL",85,9 UTILISATEURS,IL Y A 8 JOURS,Enfants,"60,00 €"
2091,BANPRESTO ,8 ANS / 122-128 CM,TRÈS BON ÉTAT,NA,NA,NA,NA,9 UTILISATEURS,IL Y A 2 MOIS,Enfants,"50,00 €"
2092,BANPRESTO ,8 ANS / 122-128 CM,SATISFAISANT,NA,NA,NA,NA,9 UTILISATEURS,IL Y A 2 MOIS,Enfants,"15,00 €"
2093,BANPRESTO ,8 ANS / 122-128 CM,TRÈS BON ÉTAT,NA,NA,NA,NA,9 UTILISATEURS,IL Y A 24 JOURS,Enfants,"30,00 €"
2094,DRAGON BALL ,8 ANS / 122-128 CM,BON ÉTAT,NA,NA,NA,NA,9 UTILISATEURS,IL Y A 2 MOIS,Enfants,"15,00 €"
2095,BANPRESTO ,8 ANS / 122-128 CM,TRÈS BON ÉTAT,NA,NA,NA,NA,9 UTILISATEURS,IL Y A 2 MOIS,Enfants,"25,00 €"
2096,NIKE ,42,NEUF AVEC ÉTIQUETTE,BLANC,FRANCE,"CARTE BANCAIRE, PAYPAL",220,8 UTILISATEURS,IL Y A 3 MOIS,Hommes,"90,00 €"
2097,PALLADIUM ,40,TRÈS BON ÉTAT,NOIR,"MEYMAC, FRANCE","CARTE BANCAIRE, PAYPAL",145,3 UTILISATEURS,IL Y A 11 JOURS,Femmes,"20,00 €"
2098,A.S.98 ,39,NEUF AVEC ÉTIQUETTE,NOIR,"MARSEILLE, FRANCE","CARTE BANCAIRE, PAYPAL",307,1 UTILISATEUR,IL Y A 14 JOURS,Femmes,"220,00 €"
2099,GALERIES LAFAYETTE ,36,TRÈS BON ÉTAT,NOIR,"LYON, FRANCE","CARTE BANCAIRE, PAYPAL",38,2 UTILISATEURS,IL Y A 3 MOIS,Femmes,"25,00 €"
2100,NIKE ,42,NEUF AVEC ÉTIQUETTE,"NOIR, ROSE",FRANCE,"CARTE BANCAIRE, PAYPAL",140,9 UTILISATEURS,IL Y A 8 JOURS,Hommes,"50,00 €"
2101,NIKE ,45,TRÈS BON ÉTAT,"NOIR, ROSE","PARIS, FRANCE","CARTE BANCAIRE, PAYPAL",278,6 UTILISATEURS,IL Y A 6 JOURS,Hommes,"80,00 €"
2102,BALENCIAGA ,42,TRÈS BON ÉTAT,"NOIR, BLANC",FRANCE,"CARTE BANCAIRE, PAYPAL",162,2 UTILISATEURS,IL Y A UN MOIS,Hommes,"100,00 €"
2103,NIKE ,39,NEUF AVEC ÉTIQUETTE,"NOIR, BLANC","MÉZIÈRES-SUR-COUESNON, FRANCE","CARTE BANCAIRE, PAYPAL",1,2 UTILISATEURS,IL Y A 9 JOURS,Femmes,"50,00 €"
2104,NIKE ,37,NEUF AVEC ÉTIQUETTE,"BLEU, BLANC","MÉZIÈRES-SUR-COUESNON, FRANCE","CARTE BANCAIRE, PAYPAL",196,2 UTILISATEURS,IL Y A 6 JOURS,Femmes,"75,00 €"
2105,AIR FORCE ,AUTRE,NEUF SANS ÉTIQUETTE,BLANC,FRANCE,CARTE BANCAIRE,939,6 UTILISATEURS,IL Y A 6 JOURS,Femmes,"75,00 €"
2106,ISABEL MARANT ,37,TRÈS BON ÉTAT,"MARRON, KAKI",FRANCE,"CARTE BANCAIRE, PAYPAL",276,3 UTILISATEURS,IL Y A 10 JOURS,Femmes,"120,00 €"
2107,ROBERTO BOTELLA ,39,NEUF AVEC ÉTIQUETTE,ROUGE,"LLAGOSTERA, ESPAÑA","CARTE BANCAIRE, PAYPAL",138,1 UTILISATEUR,IL Y A 12 JOURS,Femmes,"65,00 €"
2108,SVNTY ,41,NEUF AVEC ÉTIQUETTE,BLANC,"BESELARE, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",1,1 UTILISATEUR,IL Y A 2 JOURS,Femmes,"59,00 €"
2109,DANIELA ,37,NEUF AVEC ÉTIQUETTE,ROUGE,ESPAÑA,"CARTE BANCAIRE, PAYPAL",87,2 UTILISATEURS,IL Y A 9 JOURS,Femmes,"100,00 €"
2110,YEEZY ,42,NEUF AVEC ÉTIQUETTE,"NOIR, ROUGE","PARIS, FRANCE","CARTE BANCAIRE, PAYPAL",80,2 UTILISATEURS,IL Y A 19 JOURS,Hommes,"320,00 €"
2111,GOLDEN GOOSE ,36,TRÈS BON ÉTAT,"VERT, BLANC","ROUEN, FRANCE","CARTE BANCAIRE, PAYPAL",364,9 UTILISATEURS,IL Y A 23 JOURS,Femmes,"150,00 €"
2112,NONAME ,39,BON ÉTAT,MULTICOLORE,"SENNECEY-LÈS-DIJON, FRANCE","CARTE BANCAIRE, PAYPAL",139,3 UTILISATEURS,IL Y A 11 JOURS,Femmes,"5,00 €"
2113,YEEZY ,44,NEUF AVEC ÉTIQUETTE,NOIR,"VARIZE, FRANCE","CARTE BANCAIRE, PAYPAL",335,10 UTILISATEURS,IL Y A 4 JOURS,Hommes,"350,00 €"
2114,REEBOK ,37.5,NEUF SANS ÉTIQUETTE,"ROUGE, BORDEAUX","MONTREUIL, FRANCE","CARTE BANCAIRE, PAYPAL",13,2 UTILISATEURS,IL Y A 6 JOURS,Femmes,"29,00 €"
2115,JORDAN ,44.5,NEUF SANS ÉTIQUETTE,NOIR,"BILZEN, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",75,1 UTILISATEUR,IL Y A 10 JOURS,Hommes,"199,00 €"
2116,BOUTIQUE INDÉPENDANTE ,41,TRÈS BON ÉTAT,MARRON,"BUXY, FRANCE","CARTE BANCAIRE, PAYPAL",58,3 UTILISATEURS,IL Y A 19 JOURS,Femmes,"5,00 €"
2117,ADIDAS ,45.5,TRÈS BON ÉTAT,"NOIR, BLANC",FRANCE,"CARTE BANCAIRE, PAYPAL",88,3 UTILISATEURS,IL Y A 6 JOURS,Hommes,"60,00 €"
2118,ADIDAS ,40,TRÈS BON ÉTAT,"NOIR, BLANC","SENNECEY-LÈS-DIJON, FRANCE","CARTE BANCAIRE, PAYPAL",45,3 UTILISATEURS,IL Y A 7 JOURS,Femmes,"30,00 €"
2119,BATA ,36,TRÈS BON ÉTAT,NOIR,"MARSEILLE, FRANCE","CARTE BANCAIRE, PAYPAL",11,2 UTILISATEURS,IL Y A UN MOIS,Femmes,"5,00 €"
2120,LEVI'S ,L / 40 / 12,TRÈS BON ÉTAT,BLEU,"LILLE, FRANCE","CARTE BANCAIRE, PAYPAL",481,2 UTILISATEURS,IL Y A 2 MOIS,Femmes,"25,00 €"
2121,IKKS ,L / 40 / 12,TRÈS BON ÉTAT,"BEIGE , BORDEAUX","LILLE, FRANCE","CARTE BANCAIRE, PAYPAL",2635,2 UTILISATEURS,IL Y A 2 ANS,Femmes,"37,00 €"
2122,SEE U SOON ,M / 38 / 10,TRÈS BON ÉTAT,"ROUGE, CORAIL","LILLE, FRANCE","CARTE BANCAIRE, PAYPAL",668,2 UTILISATEURS,IL Y A 2 ANS,Femmes,"40,00 €"
2123,CYRILLUS ,XXL / 44 / 16,NEUF SANS ÉTIQUETTE,"GRIS, BLANC","LILLE, FRANCE","CARTE BANCAIRE, PAYPAL",530,2 UTILISATEURS,IL Y A 2 ANS,Femmes,"30,00 €"
2124,ZARA ,L / 40 / 12,TRÈS BON ÉTAT,BLANC,"LILLE, FRANCE","CARTE BANCAIRE, PAYPAL",446,1 UTILISATEUR,IL Y A 2 ANS,Femmes,"10,00 €"
2125,LEE COOPER ,42,TRÈS BON ÉTAT,BLANC,"GHENT, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",141,1 UTILISATEUR,IL Y A 4 JOURS,Hommes,"20,00 €"
2126,J. CREW ,40,NEUF AVEC ÉTIQUETTE,MULTICOLORE,"EAUBONNE, FRANCE","CARTE BANCAIRE, PAYPAL",185,1 UTILISATEUR,IL Y A 11 JOURS,Femmes,"170,00 €"
2127,YEEZY ,44,NEUF AVEC ÉTIQUETTE,"NOIR, ROUGE",NEDERLAND,"CARTE BANCAIRE, PAYPAL",809,33 UTILISATEURS,IL Y A 10 JOURS,Hommes,"299,00 €"
2128,BOUTIQUE INDÉPENDANTE ,39,TRÈS BON ÉTAT,MARRON,ESPAÑA,"CARTE BANCAIRE, PAYPAL",54,3 UTILISATEURS,IL Y A 2 JOURS,Femmes,"22,00 €"
2129,PIKOLINOS ,39,BON ÉTAT,MARRON,"BUXY, FRANCE","CARTE BANCAIRE, PAYPAL",209,3 UTILISATEURS,IL Y A 19 JOURS,Femmes,"18,00 €"
2130,UGG ,37.5,TRÈS BON ÉTAT,MARRON,NEDERLAND,"CARTE BANCAIRE, PAYPAL",305,3 UTILISATEURS,IL Y A 10 JOURS,Femmes,"75,00 €"
2131,TOMMY HILFIGER ,39,TRÈS BON ÉTAT,BEIGE,FRANCE,"CARTE BANCAIRE, PAYPAL",663,3 UTILISATEURS,IL Y A 2 ANS,Femmes,"25,00 €"
2132,NIKE ,44,NEUF SANS ÉTIQUETTE,BLANC,"AISEAU, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",160,2 UTILISATEURS,IL Y A 4 MOIS,Hommes,"45,00 €"
2133,COS ,40,BON ÉTAT,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",127,2 UTILISATEURS,IL Y A 8 JOURS,Femmes,"48,00 €"
2134,BOUTIQUE INDÉPENDANTE ,37,NEUF SANS ÉTIQUETTE,ROUGE,"NEUILLY-SOUS-CLERMONT, FRANCE","CARTE BANCAIRE, PAYPAL",357,31 UTILISATEURS,IL Y A 6 JOURS,Femmes,"20,00 €"
2135,NIKE ,37.5,TRÈS BON ÉTAT,"NOIR, BLANC","CLAYE-SOUILLY, FRANCE","CARTE BANCAIRE, PAYPAL",257,5 UTILISATEURS,IL Y A 13 JOURS,Femmes,"80,00 €"
2136,MTNG ,40,NEUF AVEC ÉTIQUETTE,"GRIS, BLANC","MONTBÉLIARD, FRANCE","CARTE BANCAIRE, PAYPAL",32,1 UTILISATEUR,IL Y A 13 JOURS,Femmes,"23,00 €"
2137,NIKE ,44,NEUF AVEC ÉTIQUETTE,"NOIR, JAUNE","PARIS, FRANCE","CARTE BANCAIRE, PAYPAL",636,7 UTILISATEURS,IL Y A UN AN,Hommes,"110,00 €"
2138,SAN MARINA ,35,NEUF AVEC ÉTIQUETTE,NOIR,"CROIX, FRANCE","CARTE BANCAIRE, PAYPAL",191,2 UTILISATEURS,IL Y A 15 JOURS,Femmes,"85,00 €"
2139,MISS COQUINE ,38,NEUF SANS ÉTIQUETTE,NOIR,"SAINT-AUBIN-CELLOVILLE, FRANCE","CARTE BANCAIRE, PAYPAL",15,2 UTILISATEURS,IL Y A UN JOUR,Femmes,"15,00 €"
2140,ADIDAS ,37,NEUF AVEC ÉTIQUETTE,BLANC,FRANCE,"CARTE BANCAIRE, PAYPAL",95,4 UTILISATEURS,IL Y A 2 JOURS,Femmes,"260,00 €"
2141,UGG ,36,TRÈS BON ÉTAT,GRIS,"LÉOGNAN, FRANCE","CARTE BANCAIRE, PAYPAL",269,3 UTILISATEURS,IL Y A UN AN,Femmes,"80,00 €"
2142,NA,NA,NA,NA,NA,NA,NA,3 UTILISATEURS,IL Y A 3 ANS,Femmes,"90,00 €"
2143,MADISON ,37,TRÈS BON ÉTAT,NOIR,"LÉOGNAN, FRANCE","CARTE BANCAIRE, PAYPAL",480,2 UTILISATEURS,IL Y A 2 ANS,Femmes,"40,00 €"
2144,LOUIS VUITTON ,41,BON ÉTAT,NOIR,FRANCE,"CARTE BANCAIRE, PAYPAL",202,2 UTILISATEURS,IL Y A 2 MOIS,Hommes,"150,00 €"
2145,PIURE ,39,NEUF AVEC ÉTIQUETTE,DORÉ,"MALMEDY, BELGIQUE / BELGIË","CARTE BANCAIRE, PAYPAL",1,2 UTILISATEURS,IL Y A 5 HEURES,Femmes,"30,00 €"
2146,ZARA ,44,TRÈS BON ÉTAT,MARRON,"SANT JOAN D'ALACANT, ESPAÑA","CARTE BANCAIRE, PAYPAL",1,2 UTILISATEURS,IL Y A 2 HEURES,Hommes,"17,00 €"
2147,ZARA ,44,TRÈS BON ÉTAT,BLANC,"SANT JOAN D'ALACANT, ESPAÑA","CARTE BANCAIRE, PAYPAL",1,2 UTILISATEURS,IL Y A 2 HEURES,Hommes,"17,00 €"
2148,ZARA ,40,TRÈS BON ÉTAT,BORDEAUX,"SANT JOAN D'ALACANT, ESPAÑA","CARTE BANCAIRE, PAYPAL",248,2 UTILISATEURS,IL Y A UN AN,Femmes,"7,00 €"
